total_rooms,population,median_income,median_house_value
1147,742,4.0461,153500
2198,984,3.22,156500
2132,1128,5.3107,227100
2369,1546,3.7969,159400
2115,1253,5.1507,207500
2825,1221,5.9544,377200
2820,1511,2.589,242400
4575,2054,6.0571,272400
1582,851,3.45,164100
2967,1387,2.0417,92600
1187,1343,1.875,51700
2305,1978,1.375,100000
3202,1316,5.2888,463800
2155,1082,3.4071,267500
1734,962,4.4777,282500
2007,1513,2.1162,229200
6012,780,3.0043,122100
2869,500,5.0376,500001
7949,3176,4.1099,120100
1056,792,2.6583,142600
500,732,2.7426,103100
1883,774,3.5096,396400
4325,1897,3.3173,247400
1596,1650,4.3687,173500
371,208,3.875,137500
2240,1221,6.0198,289600
3089,1366,4.2885,160300
895,386,3.875,182600
1838,899,5.2145,229200
1171,1479,2.25,90500
22128,10450,6.1287,289600
1839,1302,3.55,214600
2870,1680,3.2301,189900
2338,1003,4.2269,170500
5846,3258,4.7965,160800
2397,1407,2.6641,185200
2629,2721,2.0982,109100
1270,840,1.3904,48100
1984,1071,1.2532,102100
1477,852,3.1786,100600
2998,1606,3.7622,150000
1314,1505,2.319,97200
1777,805,2.8676,212000
21060,9623,4.189,143000
5699,3809,2.8646,221100
2039,875,3.9844,152000
2080,1781,3.6827,215300
848,1428,1.5603,109600
1789,1134,2.32,91300
1682,837,5.2806,400000
1866,2957,1.8295,243800
1260,805,2.6172,88500
7212,4828,2.214,82400
2281,1545,2.5735,130500
1028,904,3.5035,238600
2220,912,1.8914,87800
2526,1423,2.5363,158800
197,331,2.9286,112500
2901,1414,4.6406,118900
1471,995,2.9583,188700
2607,1165,5.1524,373100
2991,1729,3.5139,146800
1388,871,2.1667,193800
2420,2010,2.0817,104600
1359,770,3.4016,234600
3440,1827,4.125,245500
3622,1330,3.3125,425500
4799,1966,2.1182,71300
1672,1059,2.1588,61300
1253,932,2.1635,110400
1600,1803,2.7865,216700
818,494,2.4776,101600
4423,2109,2.6937,111800
9902,7307,2.585,145400
1555,1152,3.375,169600
3615,1571,5.1149,314200
4552,2737,2.25,136300
1653,1003,4.6,203400
4152,2255,4.5096,159500
3323,1527,5.3451,172100
2283,1836,2.8793,118100
1766,869,4.5893,163500
5828,2868,3.7813,143200
3440,1663,3.0278,356300
2248,1644,3.2545,131200
587,730,1.5625,55800
1384,561,2.0242,94600
520,282,2.2857,500001
2255,823,5.7979,415300
4209,2568,5.2882,223100
2782,1092,5.4103,335900
2414,2487,1.0955,62700
2005,909,4.6406,268900
12317,6291,3.5732,146900
4173,2471,3.5052,196000
1840,633,4.9125,383600
3978,2418,5.0142,269900
1467,673,2.7917,90700
1702,1240,2.4091,115500
2386,1176,4.5122,113300
1170,804,1.3889,50200
2050,1302,2.7961,131300
989,691,3.2632,180900
3112,2739,1.6531,118500
504,295,3.5,73500
2402,1197,2.1771,98200
1028,1369,3.3125,144600
2118,1266,1.747,121000
1632,879,6.1237,166000
904,627,2.4167,192900
1958,1146,2.95,148900
1407,1193,1.2989,225000
2024,2028,2.8152,163900
3599,1572,2.234,58600
1337,767,1.6522,53300
2001,836,5.1061,257500
336,586,1.8056,262500
2802,955,5.2359,213300
1383,1185,2.5,207100
1471,1089,5.3057,226400
825,590,4.6333,161200
586,232,5.2077,181300
1214,723,2.5469,87800
1256,682,2.9844,135900
2402,878,4.0217,500001
1724,1016,3.3839,400000
3748,1955,4.2011,108100
1336,1268,2.8202,500001
3449,1754,5.6235,130600
2769,1045,4.1111,158600
2686,2477,3.4427,160800
3262,1411,5.316,398100
3921,1902,3.3616,89600
11181,7817,5.6058,232700
2001,1384,1.9402,62200
1994,1173,4.1875,266400
5322,3011,5.5936,386800
3264,2919,2.3674,500001
1656,817,5.5675,215900
2485,1072,6.0878,430200
3676,1572,4.8214,201900
6346,1769,2.6864,283600
2598,2869,2.1377,142300
10395,6295,4.7295,149900
680,354,4.0333,161500
2178,1545,2.5863,112200
786,573,2.2321,37500
1884,1915,2.3783,166700
653,827,1.9236,64400
4022,2334,3.0305,140600
869,406,4.0313,253800
3327,2683,2.3784,185400
2080,1082,2.5495,98300
2688,1064,4.4583,308600
2394,1166,2.7317,264700
1241,612,2.8194,81300
985,621,1.3125,60900
2070,784,4.0417,182800
3403,2829,4.775,191900
7184,4862,2.4492,103800
2064,1055,2.8711,329600
3951,1392,5.1439,414000
2914,1562,2.5259,240200
418,401,1.7206,82100
2502,981,4.3,275000
1091,539,1.8696,61500
2219,1107,2.5523,387500
2834,1815,4.7357,162500
1791,679,2.1458,130300
2025,2189,2.6083,148600
928,1108,3.4323,144600
4003,2785,4.1213,252100
1902,848,2.9621,175000
1566,1032,2.2105,180400
779,861,1.0625,89800
4374,1020,2.6071,89000
2467,1567,2.6536,84700
2315,1360,2.9861,218600
2106,743,5.2909,500001
1467,688,5.2536,191900
1298,793,3.0721,83800
1283,684,2.3203,163500
2289,982,4.5757,162500
2621,1063,3.9848,409700
2768,1182,3.7162,201200
60,46,4.35,67500
178,152,0.4999,82500
6379,1350,1.6336,124500
1423,822,2.4519,98100
2707,1200,4.9861,133500
997,531,4.7773,400000
1157,677,2.8594,127200
1634,939,3.8625,232300
1724,838,4.4831,253900
2662,1275,6.0162,318500
1373,677,2.5486,161100
2294,1306,3.0347,227200
2364,968,3.4906,93300
2714,1438,3.6031,275000
696,913,1.4,52500
856,571,3.1458,130600
41,94,1.375,55000
1484,1296,2.4219,65800
4193,2487,3.7188,293000
1701,680,3.1375,192100
2578,2082,1.7159,62200
18,5,0.536,275000
5811,3215,4.4107,223500
3119,1459,5.0434,340400
5829,2711,1.9707,107900
1969,977,3.8462,231300
1688,1663,4.0609,171300
2076,1904,1.4773,160800
1843,1207,2.4821,111000
3058,1475,4.4625,253500
3058,1377,6.1299,500001
1173,602,5.5787,142000
4985,2517,2.0674,65000
4274,2240,5.4218,233900
510,545,1.8008,86500
1608,792,3.1583,239200
2063,1892,1.7301,202300
1025,263,3.12,155000
50,20,2.625,137500
5580,3842,3.6512,168500
1868,898,3.1814,78900
3065,2204,3.8456,211800
779,364,2.5,59200
1232,1086,1.6389,114300
1799,1088,2.975,244500
2232,1072,4.245,214500
1609,1064,1.1125,206300
1637,753,3.2891,93100
2077,1454,2.0074,57000
1390,1666,3.3056,156800
2970,1869,4.3636,201800
2095,860,3.6838,145700
1547,1024,2.0562,102000
1847,1030,4.9271,155300
833,652,2.2417,87900
730,335,3.5078,362500
6538,2928,5.3006,221400
2019,1549,4.6111,223000
2178,2379,1.9766,108000
912,842,1.4766,52800
1461,800,3.2279,182400
1932,886,5.0855,232200
1853,945,5.0787,219200
1748,808,2.9183,76900
6565,3079,4.7515,295600
3171,1591,2.0786,88600
1950,870,3.1875,500001
3099,1447,4.0132,141200
1390,887,5.0897,189000
2038,947,5.1178,198000
4913,2518,1.4665,61100
8517,4508,3.1853,129600
3108,1687,4.3333,170800
3338,1373,3.67,160100
2063,1045,2.5035,153200
2948,1181,6.0604,247900
3035,1597,3.6036,143500
1905,1258,3.33,127900
2174,1304,3.1429,286500
3550,3738,3.191,271200
3065,1440,3.2368,129200
1565,826,5.2035,485700
4620,2672,3.699,237500
1683,873,4.7069,176900
3455,1704,4.0154,225700
1731,1269,2.3654,107900
1161,630,3.3438,333300
1060,496,2.5781,104800
2079,2022,1.5464,54100
2240,2254,2.3317,172500
3241,1592,2.4952,181800
2488,2891,2.3169,68900
1834,1198,2.225,81600
1387,1240,1.6898,95100
569,542,2.1875,187500
2683,1154,5.8625,109400
1939,968,3.1848,112700
2183,1445,3.6667,210900
2403,890,3,120800
2059,2033,1.9028,217900
1472,670,2.2407,76000
1198,1019,3.0509,82700
778,933,2.7292,143800
5934,2756,1.5758,108300
2536,2625,3.0909,150900
2369,1252,2.9883,296100
1565,759,2.6726,153100
2782,1219,5.0779,333900
4296,1732,4.8036,188300
3481,1660,5.7965,228200
1649,1332,3.1004,257100
383,487,3.975,162500
2370,1488,2.7361,83300
2352,1316,2.2292,57400
4822,2288,4.2281,206000
1709,1939,1.9808,139100
1438,1054,1.8319,55400
2831,3649,1.9668,152100
1282,451,3.2917,97900
3869,2086,2.6065,154900
388,248,5.1664,326700
1433,877,4.7891,184800
1616,866,3.6435,119100
2518,3051,1.7199,175000
1885,771,5.6402,228600
1159,523,2.7232,123200
2387,863,2.8882,137500
5132,2156,5.6511,404800
3385,1571,4.2254,320900
4328,2243,5.5702,342600
775,315,5.0677,233300
1146,672,3.1667,300000
2704,1047,4.4211,462900
2226,2230,2.9167,129300
1504,584,3.4792,94600
1105,816,1.9375,64100
1613,1227,3.1667,145700
2828,1313,4.5987,363800
992,334,3.0089,134400
1105,971,3.1667,113900
2343,1166,6,233100
1563,883,2.8182,90500
2227,956,2.0217,187500
1595,1181,3.4,155500
2924,1492,2.775,291700
2684,1395,3.9097,323800
524,215,1.5455,55000
3184,1121,5.6383,377000
328,391,4.1167,87500
2223,2008,3.0777,160800
2885,1509,3.1795,125600
3694,1297,3.6492,158900
1462,821,2.599,362200
1159,810,2.7787,56000
1471,2272,2.5385,160900
6955,2803,3.089,141400
2775,1226,3.6707,231400
14058,8997,5.0704,226200
2056,933,2.7051,193800
1707,1335,2.7543,177800
2180,2464,1.5521,90100
483,389,2.1859,143800
3507,3740,2.0162,142000
3568,1714,4.0862,162700
2038,2007,2.5701,266700
3462,1902,3.402,279900
580,320,4.2054,130600
1649,993,4.8526,170700
3004,5477,2.8342,187200
2634,1454,3.7976,275000
2396,1781,1.8819,58000
3196,1581,5.9333,229400
1006,462,3.1042,152000
1396,940,1.5208,70300
9798,4583,5.0159,189600
2938,1519,4.5594,204200
2447,1312,3.5909,279400
1515,1178,1.4432,48100
1801,1071,3.6,194500
2850,2160,5.5336,241900
567,272,1.625,187500
5756,4031,3.2448,221200
2589,945,5.2519,376600
3266,1222,5.37,275400
2542,1720,3.8703,137000
513,1204,1.4904,275000
1519,846,2.7792,85300
1116,662,5.7309,177900
1138,878,2.0625,134400
1271,573,4.9312,240200
2487,980,3.5506,187500
3595,1839,2.6014,150300
1067,499,4.6389,183800
2793,1279,3.4667,160900
2723,1150,3.5885,191900
1324,799,4.5234,192200
2242,921,4.0429,500001
3189,2221,2.1046,114000
2663,1499,5.7837,258000
4587,2233,3.2371,94500
1947,925,2.1658,57600
1545,730,4.5112,139000
2634,1402,3.8897,175700
1704,781,5.6605,224400
2449,1217,3.6646,109900
2606,1228,2.5764,150000
2863,715,2.6048,148200
1376,687,3.5403,195400
886,505,3.5938,125400
1927,810,1.6369,86500
2739,1171,4.8155,162900
2752,1211,5.0526,269800
2514,2205,3.3859,158000
90,36,0.8054,60000
2491,1171,5.1021,202800
1201,840,2.7917,105600
5221,2597,4.6076,204000
4694,2223,4.9485,231800
2591,3243,2.1766,108500
1577,880,4.6327,116000
4409,3068,2.2808,154700
2219,1219,4.2614,267100
1326,1771,3.0147,218100
1468,721,3.0817,118800
2692,1263,3.0216,86400
3616,2131,3.2879,95500
963,1194,2.1806,134900
901,698,4.6648,156100
5783,4518,1.724,225000
1720,850,3.2027,128600
2741,2924,1.3274,218800
2795,1869,2.1767,101800
5693,2334,2.2844,170500
2698,1953,1.2222,107200
2345,1439,2.8448,268900
2666,2030,2.5432,180900
2878,1727,1.7179,132000
1302,1244,2.2054,66400
2522,616,3.875,198100
1461,739,3.4375,252600
907,463,2.2292,92000
1036,656,4.1902,235000
1462,1208,2.2604,68100
1719,836,4.4375,193500
1955,804,4.9485,202300
1832,1056,4.0658,175100
796,697,2.037,92600
2646,1128,3.0718,266700
5268,2357,3.9226,148700
1821,1397,2.5833,187500
9885,5372,3.4821,127100
4255,2129,4.5185,142500
5751,2230,4.3458,407500
912,705,2.6402,185700
3814,1881,4.4722,215600
3182,1525,3.8108,90400
866,502,2.4798,101500
2573,1238,2.6708,109700
2545,1287,5.5,282200
4538,1996,5.4609,263600
2647,2045,2.273,62900
1060,667,4.1739,169600
1903,1919,2.6336,174300
32,14,2.1875,225000
2751,1432,5.2067,221200
1846,1581,3.0982,111300
9071,4558,5.542,197500
2641,2413,2.8169,165100
2587,1219,4.4271,382100
185,85,4.875,250000
2342,1191,4,171000
1974,965,2.905,159300
1809,1094,2.767,143000
1918,1392,4.087,134800
1665,826,1.5625,66800
6356,4052,2.9112,121700
4000,1999,4.7245,273600
1655,1201,1.7344,145800
1040,1040,2.5395,139200
1799,1239,3.9219,189600
1175,1593,2.3438,213300
1481,757,3.235,210700
2200,1045,2.6042,116700
2465,1172,1.9722,116100
2749,1195,3.0391,139700
1151,727,4.1719,187000
3430,1601,5.6825,264600
1430,434,1.9417,76100
4225,1795,2.2847,247000
1458,1115,4.7955,158100
1678,971,1.0398,62100
2789,1156,5.4322,391000
935,649,2.5769,94400
102,35,2.25,175000
1526,790,2.4342,125000
380,398,4.7222,208300
2169,3036,2.3125,148500
2190,1154,3.8456,159800
2790,1386,3.1908,194300
4789,3134,2.1782,58400
1382,685,5.125,211700
706,399,3.0089,166700
1555,1571,4.0529,138200
1239,764,3.0156,103000
5393,2133,4.1612,232800
1453,896,3.4861,112500
2817,1089,3.1364,123500
1937,742,5.1991,369400
1684,1052,2.0809,95800
4345,1987,2.8233,310000
3337,1288,5.04,253700
2062,1134,4.4881,218900
3284,1832,5.2773,250800
2724,2213,3.8529,147700
2121,913,5.9328,255900
1807,883,5.0357,329800
1471,1207,4,165500
36,35,1.625,175000
1642,1432,1.9063,300000
4496,2044,3.2778,148800
4506,1980,4.0156,500001
1417,1615,1.3867,193800
2769,1201,3.6641,386100
966,233,1.9667,450000
935,711,2.4375,101900
2170,1425,2.0133,78300
1436,662,3.625,329400
1586,338,1.2132,30000
1898,978,3.2708,155200
2976,1424,4.267,210300
1757,905,3.4103,90900
2921,1838,2.2393,117000
2602,2780,2.7155,149800
1508,1138,4.0234,266500
4217,3298,1.9152,122300
3145,1352,5.0976,469800
2410,1091,1.2209,87900
1331,580,3.975,500001
1440,808,2.3013,26600
1511,892,1.7898,63500
2447,1573,2.6429,125400
1166,584,3.6667,244400
2104,960,2.4,177000
1999,1846,1.9145,225000
1355,1427,1.3444,45600
1970,1269,4.064,201200
2975,1453,3.527,318900
1561,1104,3.375,201900
2962,1364,4.9042,343500
1026,1316,1.7708,102600
4379,2055,3.7652,133500
4979,2575,3.7958,152500
1229,1035,3.5455,180000
673,539,2.3523,66000
737,362,5.1788,270000
1785,1033,4.5739,190500
3193,1750,4.1375,128300
2332,3155,2.2612,230400
2140,990,6.035,438800
979,723,2.5926,72300
4324,1844,3.0777,263800
3214,1700,4.6944,248200
1166,976,1.95,84800
6305,2597,4.0197,132200
3061,2396,4.6326,195200
9911,5145,3.4237,113700
1548,811,5.2037,242200
3027,2199,2.6445,62000
2072,908,6.0928,327300
3090,1588,3.6118,124700
1080,719,4.2679,175800
335,154,2.0694,175000
7518,3827,5.1701,216800
1268,700,5.0605,216200
2011,855,1.125,233300
949,497,2.75,225000
661,131,0.4999,56700
2063,1573,3.2,157100
1820,899,4.918,225200
8403,3962,5.2174,155500
3921,1895,5.0092,238700
621,443,2.3333,122800
2261,2496,1.5556,98500
2081,1005,1.9954,92900
542,442,2.25,333300
1397,555,2.983,202700
1479,1057,2.2538,162500
1892,1175,1.9939,65800
6756,4429,4.7589,178200
1047,651,1.712,82100
66,30,2.375,275000
2299,1049,3.6458,208100
2551,1165,4.3587,196400
4266,2766,2.8175,135200
2784,1534,3.38,285400
1832,1186,1.2434,98400
926,451,4.0221,173300
3417,2521,3.02,158900
2000,833,5.7709,190300
1705,2212,2.325,161500
1562,692,1.4048,200000
2004,843,3.59,230600
1481,747,4.4286,262100
910,370,1.7448,80100
2839,1413,4.1667,271200
1480,796,4.3971,205700
2387,1051,4.4595,152700
1271,1076,2.9911,263900
2686,1553,3.7857,112700
1852,866,5.6139,279500
631,744,2.7054,162500
4273,2328,3.3444,183900
844,560,1.75,75000
1252,844,2.3929,111900
1320,1405,2.4375,114000
791,501,3.3542,178100
1681,964,4.108,181200
964,613,2.9119,228900
2719,930,2.0154,81700
569,509,0.9196,137500
2065,1029,3.7318,327700
1590,949,1.9028,127900
2388,1461,3.1711,215400
1384,1825,1.4178,145500
1625,1243,1.3971,89800
2755,2046,5.2034,212400
2573,1898,5.6651,204100
1970,1036,3.2083,122800
3024,2357,3.3125,191800
3044,1456,2.4567,140000
975,1068,0.9889,87500
3353,1417,5.1721,237100
959,353,4.5,173300
2250,1218,4.1812,93700
1362,709,4.4271,336200
1279,534,3.1429,231600
1372,774,3.6618,187300
1601,731,4.2026,259800
1489,774,3.275,103500
14014,7205,6.0824,273500
2899,1356,4.87,220900
1155,814,3.875,148500
2556,1202,3.8899,348500
1642,1146,5.2088,231400
4841,2656,6.0573,254500
898,470,2.6897,148300
1858,1054,3.5625,211600
1672,704,5.1129,251300
2612,1682,3.6417,204300
6483,3526,5.0838,248200
3983,1568,4.6458,213400
3103,3061,1.3729,110300
2459,584,3.01,163500
2610,2296,2.274,150800
1255,902,1.5812,94000
9893,7228,3.253,186700
4510,3985,2.6884,204600
2517,1324,3.0938,189400
1480,202,3.9375,213200
3639,1489,4.6197,387500
1862,872,3.2981,222700
13553,6544,3.9727,132700
1867,1213,4.8214,186000
2106,1141,3.1129,149300
1109,1119,2.3056,200000
1538,669,3.3281,170200
2237,938,4.7105,500001
1755,882,4.59,166600
2227,1129,2.319,59100
1625,1134,4.5595,164900
1503,652,3.6937,99300
1076,1535,2.7026,145000
1409,633,3.5568,191200
1444,792,4.9079,273800
217,531,1.6607,137500
2819,1258,4.4777,452800
1096,569,4.475,182300
1858,790,4.5156,339300
2299,1300,1.6435,148500
2426,1319,4.8125,224500
2426,1505,1.6444,103400
2135,566,2.6902,212500
3090,1621,4.0806,189200
3720,1304,2.6921,97500
3152,3490,2.725,450000
9728,3026,5.8758,500001
1583,1481,3.7,176000
2113,1365,4.6484,234600
3215,2041,1.0585,45100
2267,1045,4.1146,272200
2108,1299,3.1406,316200
11544,6296,4.4904,150400
88,119,1.725,67500
3269,1595,2.2336,112700
3219,1479,4.1473,354400
4001,1886,3.3239,350000
2323,1847,1.8316,113500
2922,1130,5.451,341800
2604,988,3.6667,123100
1827,881,4.6696,164300
1966,2028,1.625,101500
589,375,3.3897,222700
6001,2654,4.5878,291000
2470,1386,5.2736,179500
3531,1505,5.5228,275300
300,154,4.0909,108300
2633,1313,4.0909,232900
2374,1087,3.5,275700
1193,1880,2.1806,180000
2181,1133,5.7214,259400
1333,730,3.06,106000
2539,1308,2.6777,146400
1191,537,3.5375,96700
2422,2120,1.0617,92400
1883,999,5.193,172100
1820,601,2.6129,137000
2787,2647,2.2765,98100
1730,1724,2.7308,150400
3426,2261,2.888,246400
2370,1524,5.0201,264100
3639,2362,3.0042,103900
4888,1698,4.8304,500001
1910,1001,4.8173,115800
1973,774,4.4122,282300
2969,1555,3.25,107100
834,392,4.5179,218800
2226,859,1.6821,69400
2053,1496,3.6546,186200
24121,4176,3.3799,239300
1750,764,2.9191,111800
3114,3157,1.7083,82200
1835,777,3.7159,315400
2103,1019,2.9911,119700
4021,1488,5.32,219500
1623,781,1.869,56000
2919,1711,3.875,140300
4148,3220,3.3389,187100
2433,1466,3.0437,110800
1680,931,2.7336,89200
1785,965,2.0792,160000
2677,1144,4.3889,378000
3819,1505,3.1719,183500
814,773,2.5313,156900
2173,1460,4.2614,169600
3349,1822,4.7216,227000
1584,799,5.0322,435000
608,281,2.9306,70000
1583,704,2.1042,268300
1890,859,4.5658,500001
4363,2410,5.4824,179700
2413,805,2.7857,77400
3854,1835,3.5294,323900
1425,753,3.7813,87300
2050,957,3.5603,210000
1213,529,5.6629,234000
1182,1029,2.0577,214600
1106,790,1.8523,59700
107,167,0.7917,22500
1781,663,4.7,293800
1409,981,2.7951,199300
1813,1501,1.9125,238000
1504,749,3.2,134500
1875,1027,3.5769,103800
2178,914,2.7656,239500
3519,1459,4.2792,123800
2695,1098,5.3972,362300
3017,1423,5.6163,248400
2064,2140,2.2254,127100
7418,2713,5.0867,500001
1564,517,2.1542,83800
1657,2071,2.1135,152500
699,460,2.7443,94200
1762,855,1.6767,81300
1428,825,4.7222,239600
1802,2096,2.3542,97900
1475,736,3.6591,105100
1235,481,3.6875,492300
834,603,3.7321,167500
1413,1200,3.5125,169300
321,214,3.175,101600
5928,2697,3.4872,141400
2422,1010,5.6494,376200
768,392,1.7719,82500
5329,3469,2.0096,130000
6190,3615,4.4034,133200
677,1143,2.3864,350000
2208,1423,3.5915,305600
5395,981,2.6094,92400
2175,809,4.5398,442000
2374,884,4.5042,206400
2084,1410,1.5321,48300
812,374,2.7891,73500
2309,1047,2.9886,87500
5956,3571,3.1864,272800
778,850,2.5119,180500
1730,994,3.7277,500001
1040,1083,1.6467,90900
3420,1301,4.0417,173800
883,726,0.9809,121400
2313,779,2.5639,123000
3538,1603,2.9449,95600
1566,981,4.0234,111900
3058,3953,1.8156,218800
3038,1463,3.944,172500
3712,1888,3.6875,209600
2699,2086,2.2974,84500
1428,890,5.8722,204800
2187,1339,2.0395,67900
1206,537,3.3611,79800
2798,1236,4.8667,239900
2462,1821,3.5646,162600
3065,2042,2.7593,194800
1170,701,1.6098,87500
3780,1435,4.3158,500001
2741,2449,3.6944,175200
4879,1777,5.9055,477300
2546,1683,4.7426,160600
4280,1486,5.0359,224100
1705,856,3.7262,211800
2875,1608,3.5489,106400
1583,933,2.4063,70700
2831,1279,2.9896,252700
1718,826,2.7014,133700
1530,728,5.1005,266700
2996,2169,4.3438,209700
6257,2795,2.2094,83700
1152,519,3.053,500001
3018,1614,3.4722,127000
1690,833,1.439,140600
4420,1790,6.142,394700
1505,835,3.8029,205400
1275,451,4.7321,422400
1189,891,2.5536,50500
689,355,1.7333,70000
2679,1605,3.5313,213200
745,721,1.875,102900
3781,2044,3.0943,97100
1745,1547,2.85,219000
1851,770,5.6093,244400
4219,3549,1.2387,212800
2261,1348,1.9125,97200
1672,838,4.1419,291500
291,124,5.6945,154200
1649,746,4.6293,356500
1908,1271,2.5885,136200
2076,1641,2.2326,149200
1110,602,2.5887,144400
1591,1818,4.2969,145800
2998,970,5.5385,431800
1577,844,3.0625,69400
1402,1976,2.6964,163200
2024,756,4.072,270100
6875,2889,4.6932,356100
5509,2591,3.8456,500001
5478,3062,3.4118,341100
1317,655,4.3611,329700
2726,1513,3.7917,197400
2002,913,4.5446,244700
2305,2450,1.7143,132000
2584,1087,4.4,391300
1350,707,2.8846,211300
840,1338,2.3333,241700
3228,1666,4.5707,175900
2990,1280,2.625,68200
2662,1132,4.0057,241600
1651,947,1.6806,141700
1950,1125,3.1111,119300
2837,1454,4.5272,221000
3014,1424,3.0729,105100
1327,1069,3.3977,153800
2003,1172,6.0394,321600
1838,1203,1.6797,60700
1821,1385,2.5101,95300
1995,1202,3.5875,250000
5411,2243,4.3148,240700
1728,897,3.4896,185900
1429,702,4.3625,111800
1282,494,5.618,365900
1295,534,3.9519,98900
1723,1664,1.9323,161100
1139,623,2.2833,85800
9531,3798,5.6512,314000
1439,804,3.9808,188600
1125,356,6.1593,344000
1410,677,3.2596,272400
606,531,1.5809,70000
1335,485,4.1731,352100
968,434,2.5333,239300
3082,1590,4.5167,319000
720,359,2.5313,61300
3275,1538,2.48,135600
2589,1284,5.1008,247100
2769,994,5.5902,417000
3384,2626,3.2285,234800
1651,707,5.6482,294800
1476,1086,2.4632,111700
1975,1116,4.2898,251600
1541,791,4.425,204800
1494,618,5.4035,356300
2307,1218,3.4306,194200
2645,1660,0.6991,89500
769,498,4.7159,182100
2516,1128,5.0114,338600
897,263,6.1288,350000
2206,1194,1.9531,227800
2714,1389,5.7385,240400
1911,1407,2.7647,163000
5404,2338,6.0577,451800
21,21,2.375,175000
9831,4644,3.1142,112600
1604,1581,1.7656,96700
4934,2668,5.748,284200
4530,1804,3.3942,72100
2103,923,5.0553,111100
1565,950,5.8399,220600
1410,879,3.1908,255600
3661,1608,5.0774,407200
4784,1810,2.4375,108900
2079,1379,5.103,207000
1715,1740,2.7019,153300
2609,1055,3.3177,309400
3874,1672,6.1481,274600
7085,3084,4.997,142900
2197,944,3.7312,319400
1387,664,3.0278,96800
2955,1417,2.7628,167800
1686,737,2.3,189200
2696,1059,1.8176,160900
3223,1763,5.2887,183000
2367,891,4.1477,500001
1422,702,3.6204,119800
3915,1768,2.375,79800
6277,3025,4.0653,234200
3110,1557,1.9937,367100
2470,1174,2.9861,160900
2316,1938,1.25,97400
2774,1076,5.296,500001
1126,999,0.5495,91700
1577,836,3.5893,206600
1218,1292,1.5781,102900
2281,1226,5.4193,259500
3247,1459,4.3981,202800
2791,1395,2.5625,62700
2619,922,4.6042,251900
3936,1935,4.5625,231200
2127,1532,2.7348,231300
1614,846,2.83,43000
2171,3002,2.375,139700
3297,1554,2.6847,111300
1113,689,3.0486,83600
3057,2223,2.0745,332500
3260,3260,0.9,500001
3292,1911,3.89,140300
3331,1903,3.6974,122000
1317,1025,1.4024,51000
3418,1583,3.6133,196100
1388,513,6.1309,411600
5477,2863,1.845,237500
5460,2645,4.835,230600
4400,1476,5,248900
1975,1528,3.8625,218300
619,636,2.5083,118100
854,645,2.1471,239300
2497,1357,4.5909,241800
2077,816,5.2078,440500
1755,674,5.1602,231200
1148,975,4.037,173300
1577,764,4.1563,320800
2745,1161,3.9044,436400
1852,1615,3.495,217800
1621,635,2.5202,244000
1858,701,3.8269,270700
1925,1405,2.162,51900
497,547,2.2083,146300
2342,1367,4.1167,215500
2809,1260,3.2353,252900
1345,749,2.8007,210900
5643,3166,3.2077,93300
3113,1508,2.8167,96100
524,302,2.6146,81300
3983,1582,3.5147,313900
2692,1674,2.6763,191100
1177,181,2.3558,134700
3119,786,3.0806,118500
4409,1875,5.543,286400
2492,1202,2.7857,150300
2427,1178,5.9629,352700
1678,666,2.9653,94900
2739,1481,4.5655,176600
1584,846,3.375,156300
1420,640,2.9306,360300
790,365,2.1912,115200
1704,1336,2.8167,183500
1295,1156,3.5,154300
2982,1317,3.3776,283200
9528,3922,4.7612,304100
1643,1134,5.1769,133000
5762,3979,3.6953,192600
1331,1144,1.5326,90600
2644,1211,3.0445,214800
6160,2997,4.6187,205000
851,1326,2.8289,117500
2323,1301,2.7864,300000
1422,1640,1.6122,157100
2110,816,3.9079,370000
1518,1086,4.32,196900
3079,1562,5.1041,172900
742,729,3.055,105400
822,627,3.4583,166300
1476,777,3.5179,165500
686,348,3.9306,93800
752,524,2.25,50000
3047,1427,3.4883,337200
1505,857,4.5,184200
2121,1991,2.9094,152200
1427,772,2.2262,64500
1368,1940,3.0789,350000
2024,907,5.4127,392800
923,352,4.5724,84500
1362,776,3.1287,102000
1049,428,4.3571,287500
1819,1068,3.625,270700
1307,967,2.75,178300
9610,4723,4.0393,156800
986,1439,2.39,183300
4303,2240,3.7807,110900
5258,3780,2.025,85700
1592,920,3.96,272200
5904,2616,5.9039,355300
736,564,2.4167,58300
1502,1844,1.9405,152500
1941,1204,3.0417,113700
1261,2309,1.6184,225000
6403,3327,4.4871,137900
3592,1907,3.6708,197900
3165,1351,4.605,263300
7401,2826,4.1386,177300
2176,1117,3.8681,188600
1232,667,1.8288,32500
1461,1494,2.8056,173200
3127,1345,1.5774,58000
3376,1513,3.101,238200
894,925,2.6042,145000
1087,3337,1.4012,175000
3891,1848,3.6639,248100
1711,1896,1.6557,65400
1566,785,2.5,116100
2165,1067,2.9293,350000
1864,894,3.4028,171800
2931,1954,3.2917,224700
1869,1074,2.5988,135600
1492,736,1.7155,108800
524,329,1.7188,112500
7828,3303,3.6171,318300
2175,1019,4.793,470800
2095,941,5.761,259600
1605,743,2.5368,240000
2508,1035,2.6513,72300
3430,1840,2.9821,162000
3631,2585,3.0691,130400
1425,838,3.9732,188400
3375,1760,2.7028,92000
2228,1159,4.8906,228900
1667,928,1.8783,118200
