"state","Pollster","Obama","McCain","middate","margin","days"
"MI","Quinnipiac U.-5",54,38,2008-10-10,16,25
"MI","Rasmussen-1",56,40,2008-10-08,16,27
"MI","Selzer-3",51,38,2008-09-23,13,42
"MI","Opinion Research-3",51,46,2008-09-22,5,43
"MI","Rasmussen-1",51,44,2008-09-21,7,44
"MI","EPIC-MRA-3",48,38,2008-09-21,10,44
"MI","Mason-Dixon-6",46,46,2008-09-20,0,45
"MI","Financial Dynamics-5",47,39,2008-09-20,8,45
"MI","ARG-4",48,46,2008-09-17,2,48
"MI","Quinnipiac U.-8",48,44,2008-09-17,4,48
"MI","Marketing Resource Grp.-5",43,46,2008-09-17,-3,48
"MI","Marist Coll.-2",52,43,2008-09-16,9,49
"MI","EPIC-MRA-4",43,42,2008-09-15,1,50
"MI","U. of Wisconsin-4",48,44,2008-09-15,4,50
"MI","Rasmussen-1",51,46,2008-09-10,5,55
"MI","Insider Advantage-2",44,45,2008-09-09,-1,56
"MI","Opinion Research-3",49,45,2008-09-08,4,57
"MI","EPIC-MRA-4",43,41,2008-08-19,2,77
"MI","Selzer-4",46,39,2008-08-18,7,78
"MI","Rasmussen-1",47,40,2008-08-07,7,89
"MI","Quinnipiac U.-9",46,42,2008-07-18,4,109
"MI","EPIC-MRA-4",43,41,2008-07-14,2,113
"MI","Rasmussen-1",50,42,2008-07-10,8,117
"MI","Quinnipiac U.-8",48,42,2008-06-20,6,137
"MI","Rasmussen-1",45,42,2008-06-09,3,148
"MI","SurveyUSA-2",37,41,2008-05-27,-4,161
"MI","EPIC-MRA-4",40,44,2008-05-20,-4,168
"MI","Rasmussen-1",44,45,2008-05-08,-1,180
"MI","Rasmussen-1",44,45,2008-05-07,-1,181
"MI","EPIC-MRA-6",43,41,2008-04-05,2,213
"MI","Rasmussen-1",42,43,2008-03-25,-1,224
"MI","Rasmussen-1",41,44,2008-03-10,-3,239
"MI","SurveyUSA-3",46,45,2008-02-27,1,251
"MI","Election 2004-1",51,48,2008-01-01,3,308
"MN","SurveyUSA-3",49,46,2008-10-31,3,4
"MN","Princeton Survey-3",53,42,2008-10-30,11,5
"MN","Rasmussen-1",55,43,2008-10-28,12,7
"MN","Research 2000-3",53,38,2008-10-28,15,7
"MN","Mason-Dixon-2",48,40,2008-10-27,8,8
"MN","U. of Minnesota-5",56,37,2008-10-26,19,9
"MN","Rasmussen-1",56,41,2008-10-22,15,13
"MN","U. of Wisconsin-4",57,38,2008-10-20,19,15
"MN","Financial Dynamics-5",50,40,2008-10-18,10,17
"MN","St. Cloud State U.-9",42,37,2008-10-18,5,17
"MN","SurveyUSA-3",50,44,2008-10-17,6,18
"MN","Princeton Survey-2",52,41,2008-10-16,11,19
"MN","Star Tribune-2",52,41,2008-10-16,11,19
"MN","Research 2000-2",52,39,2008-10-15,13,20
"MN","Quinnipiac U.-5",51,40,2008-10-10,11,25
"MN","Rasmussen-1",52,45,2008-10-07,7,28
"MN","SurveyUSA-2",49,47,2008-10-06,2,29
"MN","ARG-4",47,46,2008-10-05,1,30
"MN","U. of Minnesota-3",54,40,2008-10-04,14,31
"MN","Princeton Survey-3",55,37,2008-10-01,18,34
"MN","SurveyUSA-2",46,47,2008-09-30,-1,35
"MN","Opinion Research-3",54,43,2008-09-29,11,36
"MN","ARG-3",48,47,2008-09-19,1,46
"MN","Rasmussen-1",52,44,2008-09-18,8,47
"MN","Quinnipiac U.-8",47,45,2008-09-17,2,48
"MN","U. of Wisconsin-4",47,45,2008-09-15,2,50
"MN","Princeton Survey-3",45,45,2008-09-11,0,54
"MN","SurveyUSA-2",49,47,2008-09-10,2,55
"MN","Opinion Research-3",53,41,2008-09-01,12,64
"MN","SurveyUSA-2",47,45,2008-08-13,2,83
"MN","Rasmussen-1",46,42,2008-08-13,4,83
"MN","U. of Minnesota-11",48,38,2008-08-12,10,84
"MN","Rasmussen-1",49,37,2008-07-22,12,105
"MN","Quinnipiac U.-9",46,44,2008-07-18,2,109
"MN","Rasmussen-1",52,34,2008-07-10,18,117
"MN","Quinnipiac U.-8",54,37,2008-06-20,17,137
"MN","SurveyUSA-4",47,46,2008-06-14,1,143
"MN","Rasmussen-1",52,39,2008-06-11,13,146
"MN","Rasmussen-1",53,38,2008-05-22,15,166
"MN","SurveyUSA-3",47,42,2008-05-17,5,171
"MN","Star Tribune-4",51,38,2008-05-13,13,175
"MN","Rasmussen-1",52,38,2008-04-22,14,196
"MN","SurveyUSA-3",49,43,2008-04-12,6,206
"MN","Rasmussen-1",47,43,2008-03-19,4,230
"MN","SurveyUSA-3",46,47,2008-03-15,-1,234
"MN","SurveyUSA-3",49,42,2008-02-27,7,251
"MN","Rasmussen-1",53,38,2008-02-16,15,262
"MN","SurveyUSA-3",55,40,2008-02-16,15,262
"MN","Election 2004-1",51,48,2008-01-01,3,308
"MS","Research 2000-3",40,53,2008-10-28,-13,7
"MS","Rasmussen-1",45,53,2008-10-27,-8,8
"MS","U. of South Alabama-11",33,46,2008-10-18,-13,17
"MS","USA Polling Group-11",33,46,2008-10-18,-13,17
"MS","Research 2000-2",40,50,2008-10-14,-10,21
"MS","Rasmussen-1",44,52,2008-09-30,-8,35
"MS","ARG-4",39,55,2008-09-14,-16,51
"MS","Research 2000-3",39,52,2008-09-09,-13,56
"MS","Rasmussen-1",41,54,2008-08-21,-13,75
"MS","Rasmussen-1",41,52,2008-07-28,-11,99
"MS","Research 2000-3",42,51,2008-07-22,-9,105
"MS","Rasmussen-1",44,50,2008-06-24,-6,133
"MS","Rasmussen-1",44,50,2008-05-27,-6,161
"MS","Research 2000-3",39,54,2008-05-20,-15,168
"MS","SurveyUSA-3",41,54,2008-02-27,-13,251
"MS","Election 2004-1",40,60,2008-01-01,-20,308
"MO","Zogby-4",47,46,2008-10-31,1,4
"MO","Mason-Dixon-2",46,47,2008-10-29,-1,6
"MO","Insider Advantage-1",47,50,2008-10-29,-3,6
"MO","ARG-3",48,48,2008-10-29,0,6
"MO","Rasmussen-1",48,47,2008-10-26,1,9
"MO","SurveyUSA-2",48,48,2008-10-25,0,10
"MO","Opinion Research-6",48,50,2008-10-25,-2,10
"MO","Zogby-4",48,46,2008-10-24,2,11
"MO","Mason-Dixon-2",45,46,2008-10-22,-1,13
"MO","Research 2000-4",48,47,2008-10-21,1,14
"MO","Rasmussen-1",49,44,2008-10-19,5,16
"MO","Suffolk U.-3",44,45,2008-10-18,-1,17
"MO","Rasmussen-1",52,46,2008-10-15,6,20
"MO","Opinion Research-4",48,49,2008-10-12,-1,23
"MO","Rasmussen-1",50,47,2008-10-12,3,23
"MO","SurveyUSA-2",51,43,2008-10-11,8,24
"MO","Rasmussen-1",50,47,2008-10-05,3,30
"MO","ARG-3",46,49,2008-10-05,-3,30
"MO","Opinion Research-3",49,48,2008-09-29,1,36
"MO","SurveyUSA-2",46,48,2008-09-23,-2,42
"MO","Research 2000-3",46,47,2008-09-23,-1,42
"MO","Research 2000-4",45,49,2008-09-16,-4,49
"MO","ARG-5",45,50,2008-09-13,-5,52
"MO","Rasmussen-1",46,51,2008-09-11,-5,54
"MO","Opinion Research-3",45,50,2008-09-08,-5,57
"MO","Rasmussen-1",41,48,2008-08-07,-7,89
"MO","SurveyUSA-3",44,49,2008-07-30,-5,97
"MO","Research 2000-4",48,43,2008-07-08,5,119
"MO","Rasmussen-1",42,47,2008-07-07,-5,120
"MO","SurveyUSA-3",43,50,2008-06-21,-7,136
"MO","Rasmussen-1",43,42,2008-06-03,1,154
"MO","SurveyUSA-3",45,43,2008-05-17,2,171
"MO","Rasmussen-1",41,47,2008-05-06,-6,182
"MO","SurveyUSA-3",42,50,2008-04-12,-8,206
"MO","Rasmussen-1",38,53,2008-03-24,-15,225
"MO","SurveyUSA-3",39,53,2008-03-15,-14,234
"MO","SurveyUSA-3",42,48,2008-02-27,-6,251
"MO","SurveyUSA-3",49,43,2008-02-16,6,262
"MO","Rasmussen-1",40,42,2008-02-12,-2,266
"MO","Election 2004-1",46,53,2008-01-01,-7,308
"MT","Rasmussen-1",46,50,2008-10-29,-4,6
"MT","Research 2000-3",44,48,2008-10-29,-4,6
"MT","ARG-3",46,49,2008-10-29,-3,6
"MT","Mason-Dixon-3",44,48,2008-10-24,-4,11
"MT","Montana State U.-5",44,40,2008-10-18,4,17
"MT","Research 2000-2",45,49,2008-10-15,-4,20
"MT","ARG-3",45,50,2008-10-07,-5,28
"MT","Rasmussen-1",44,52,2008-10-01,-8,34
"MT","Research 2000-3",39,52,2008-09-23,-13,42
"MT","Opinion Research-3",43,54,2008-09-22,-11,43
"MT","Rasmussen-1",42,53,2008-09-08,-11,57
"MT","ARG-3",47,49,2008-09-08,-2,57
"MT","Rasmussen-1",44,45,2008-07-29,-1,98
"MT","Rasmussen-1",48,43,2008-07-01,5,126
"MT","Mason-Dixon-3",39,47,2008-05-20,-8,168
"MT","Rasmussen-1",43,48,2008-04-06,-5,212
"MT","SurveyUSA-3",39,47,2008-02-27,-8,251
"MT","Election 2004-1",39,59,2008-01-01,-20,308
"NE","Rasmussen-1",37,56,2008-09-30,-19,35
"NE","ARG-6",34,60,2008-09-14,-26,51
"NE","Rasmussen-1",32,50,2008-07-28,-18,99
"NE","Rasmussen-1",36,52,2008-06-23,-16,134
"NE","Research 2000-3",29,57,2008-05-20,-28,168
"NE","SurveyUSA-3",40,49,2008-05-17,-9,171
"NE","Rasmussen-1",39,50,2008-05-15,-11,173
"NE","SurveyUSA-3",42,45,2008-02-27,-3,251
"NE","Election 2004-1",32,67,2008-01-01,-35,308
"NV","Zogby-4",51,43,2008-10-31,8,4
"NV","Mason-Dixon-2",47,43,2008-10-28,4,7
"NV","Rasmussen-1",50,46,2008-10-27,4,8
"NV","Research 2000-4",50,45,2008-10-26,5,9
"NV","Suffolk U.-1",50,40,2008-10-26,10,9
"NV","Opinion Research-6",52,45,2008-10-25,7,10
"NV","Zogby-4",48,44,2008-10-24,4,11
"NV","GfK Roper-4",52,40,2008-10-24,12,11
"NV","Opinion Research-3",51,46,2008-10-20,5,15
"NV","Insider Advantage-1",47,47,2008-10-19,0,16
"NV","Rasmussen-1",50,45,2008-10-16,5,19
"NV","Insider Advantage-1",49,46,2008-10-13,3,22
"NV","Mason-Dixon-2",47,45,2008-10-08,2,27
"NV","Insider Advantage-1",49,47,2008-10-06,2,29
"NV","Research 2000-4",50,43,2008-10-04,7,31
"NV","Rasmussen-1",51,47,2008-10-02,4,33
"NV","Insider Advantage-1",48,47,2008-09-30,1,35
"NV","Opinion Research-3",51,47,2008-09-29,4,36
"NV","ARG-3",47,49,2008-09-28,-2,37
"NV","Suffolk U.-5",45,46,2008-09-19,-1,46
"NV","ARG-3",46,49,2008-09-13,-3,52
"NV","Rasmussen-1",46,49,2008-09-11,-3,54
"NV","Insider Advantage-2",45,46,2008-09-09,-1,56
"NV","Opinion Research-3",49,44,2008-08-25,5,71
"NV","Research 2000-3",44,43,2008-08-19,1,77
"NV","Mason-Dixon-3",39,46,2008-08-14,-7,82
"NV","Rasmussen-1",42,45,2008-08-11,-3,85
"NV","Rasmussen-1",42,40,2008-07-16,2,111
"NV","Rasmussen-1",42,45,2008-06-18,-3,139
"NV","Mason-Dixon-3",42,44,2008-06-10,-2,147
"NV","Rasmussen-1",40,46,2008-05-20,-6,168
"NV","Rasmussen-1",43,48,2008-04-21,-5,197
"NV","Rasmussen-1",45,41,2008-03-19,4,230
"NV","SurveyUSA-3",46,41,2008-02-27,5,251
"NV","Rasmussen-1",50,38,2008-02-12,12,266
"NV","Election 2004-1",48,51,2008-01-01,-3,308
"NH","Rasmussen-1",50,46,2008-10-30,4,5
"NH","SurveyUSA-2",53,42,2008-10-29,11,6
"NH","Research 2000-3",51,44,2008-10-29,7,6
"NH","U. of New Hampshire-3",53,39,2008-10-29,14,6
"NH","ARG-3",56,41,2008-10-29,15,6
"NH","Suffolk U.-3",53,40,2008-10-28,13,7
"NH","U. of New Hampshire-3",58,33,2008-10-26,25,9
"NH","Mason-Dixon-3",50,39,2008-10-24,11,11
"NH","GfK Roper-5",55,37,2008-10-24,18,11
"NH","Rasmussen-1",50,46,2008-10-23,4,12
"NH","Marist Coll.-2",50,45,2008-10-22,5,13
"NH","U. of New Hampshire-5",54,39,2008-10-20,15,15
"NH","Research 2000-3",50,43,2008-10-18,7,17
"NH","ARG-3",52,43,2008-10-07,9,28
"NH","SurveyUSA-2",53,40,2008-10-04,13,31
"NH","Opinion Research-4",53,45,2008-10-04,8,31
"NH","Rasmussen-1",53,43,2008-10-01,10,34
"NH","Saint Anselm Coll.-6",49,37,2008-09-27,12,38
"NH","Rasmussen-1",47,49,2008-09-23,-2,42
"NH","Research 2000-3",48,44,2008-09-23,4,42
"NH","Suffolk U.-5",46,45,2008-09-22,1,43
"NH","Financial Dynamics-5",44,43,2008-09-20,1,45
"NH","Marist Coll.-5",51,45,2008-09-19,6,46
"NH","U. of New Hampshire-8",45,47,2008-09-17,-2,48
"NH","ARG-3",45,48,2008-09-14,-3,51
"NH","Opinion Research-3",51,45,2008-09-08,6,57
"NH","Rasmussen-1",43,42,2008-08-19,1,77
"NH","ARG-3",46,45,2008-08-19,1,77
"NH","Rasmussen-1",47,41,2008-07-23,6,104
"NH","ARG-3",47,45,2008-07-20,2,107
"NH","U. of New Hampshire-10",46,43,2008-07-15,3,112
"NH","Rasmussen-1",50,39,2008-06-18,11,139
"NH","ARG-5",51,39,2008-06-15,12,142
"NH","Rasmussen-1",48,43,2008-05-21,5,167
"NH","Rasmussen-1",41,51,2008-04-30,-10,188
"NH","Dartmouth Coll.-5",39,42,2008-04-30,-3,188
"NH","U. of New Hampshire-6",43,49,2008-04-27,-6,191
"NH","Rasmussen-1",43,46,2008-03-16,-3,233
"NH","SurveyUSA-3",46,44,2008-02-27,2,251
"NH","Rasmussen-1",49,36,2008-02-11,13,267
"NH","Election 2004-1",50,49,2008-01-01,1,308
"NJ","SurveyUSA-2",52,42,2008-10-29,10,6
"NJ","Research 2000-3",54,38,2008-10-27,16,8
"NJ","Monmouth U.-7",55,34,2008-10-27,21,8
"NJ","Fairleigh Dickinson U.-7",53,35,2008-10-26,18,9
"NJ","Marist Coll.-2",56,39,2008-10-20,17,15
"NJ","Quinnipiac U.-4",59,36,2008-10-17,23,18
"NJ","Monmouth U.-4",55,38,2008-10-16,17,19
"NJ","SurveyUSA-2",55,40,2008-10-11,15,24
"NJ","Rasmussen-1",50,42,2008-10-07,8,28
"NJ","Fairleigh Dickinson U.-7",50,37,2008-10-02,13,33
"NJ","SurveyUSA-2",52,42,2008-09-27,10,38
"NJ","ARG-3",51,42,2008-09-20,9,45
"NJ","Rasmussen-1",55,42,2008-09-16,13,49
"NJ","Monmouth U.-4",49,41,2008-09-12,8,53
"NJ","Quinnipiac U.-5",48,45,2008-09-12,3,53
"NJ","Research 2000-3",50,41,2008-09-10,9,55
"NJ","Marist Coll.-4",48,45,2008-09-06,3,59
"NJ","Fairleigh Dickinson U.-4",47,41,2008-09-05,6,60
"NJ","Quinnipiac U.-7",51,41,2008-08-07,10,89
"NJ","Rasmussen-1",48,40,2008-08-04,8,92
"NJ","Monmouth U.-5",50,36,2008-07-19,14,108
"NJ","Rasmussen-31",44,39,2008-06-22,5,135
"NJ","Fairleigh Dickinson U.-7",49,33,2008-06-20,16,137
"NJ","Quinnipiac U.-4",45,39,2008-06-06,6,151
"NJ","Rasmussen-1",48,39,2008-06-04,9,153
"NJ","Research 2000-5",48,40,2008-04-27,8,191
"NJ","Monmouth U.-5",56,32,2008-04-26,24,192
"NJ","Rasmussen-1",45,46,2008-03-27,-1,222
"NJ","Fairleigh Dickinson U.-7",47,42,2008-03-27,5,222
"NJ","Rasmussen-1",43,45,2008-02-27,-2,251
"NJ","SurveyUSA-3",43,43,2008-02-27,0,251
"NJ","Fairleigh Dickinson U.-7",43,38,2008-02-21,5,257
"NJ","Quinnipiac U.-6",46,39,2008-02-15,7,263
"NJ","Election 2004-1",53,47,2008-01-01,6,308
"NM","SurveyUSA-3",52,45,2008-10-30,7,5
"NM","Research and Polling-3",51,43,2008-10-29,8,6
"NM","Rasmussen-1",54,44,2008-10-28,10,7
"NM","Rasmussen-1",55,42,2008-10-13,13,22
"NM","SurveyUSA-2",52,45,2008-10-12,7,23
"NM","Rasmussen-1",49,44,2008-10-01,5,34
"NM","Research and Polling-4",45,40,2008-09-30,5,35
"NM","SurveyUSA-2",52,44,2008-09-29,8,36
"NM","ARG-3",51,44,2008-09-15,7,50
"NM","SurveyUSA-3",52,44,2008-09-15,8,50
"NM","Financial Dynamics-5",49,42,2008-09-13,7,52
"NM","Rasmussen-1",47,49,2008-09-08,-2,57
"NM","Opinion Research-3",53,40,2008-08-25,13,71
"NM","Rasmussen-1",47,41,2008-08-20,6,76
"NM","Mason-Dixon-3",41,45,2008-08-14,-4,82
"NM","Rasmussen-1",46,41,2008-07-24,5,103
"NM","Rasmussen-1",47,39,2008-06-18,8,139
"NM","SurveyUSA-3",49,46,2008-06-18,3,139
"NM","SurveyUSA-3",44,44,2008-05-17,0,171
"NM","Rasmussen-1",50,41,2008-05-14,9,174
"NM","SurveyUSA-3",44,50,2008-04-12,-6,206
"NM","Rasmussen-1",45,42,2008-04-08,3,210
"NM","SurveyUSA-3",51,45,2008-03-15,6,234
"NM","SurveyUSA-3",50,43,2008-02-27,7,251
"NM","Rasmussen-2",44,44,2008-02-17,0,261
"NM","SurveyUSA-3",55,40,2008-02-16,15,262
"NM","SurveyUSA-2",41,50,2008-01-20,-9,289
"NM","Election 2004-1",49,50,2008-01-01,-1,308
"NY","SurveyUSA-2",62,33,2008-10-27,29,8
"NY","Marist Coll.-2",65,29,2008-10-21,36,14
"NY","Siena Coll.-3",62,31,2008-10-20,31,15
"NY","Rasmussen-1",57,37,2008-10-14,20,21
"NY","SurveyUSA-2",64,31,2008-10-11,33,24
"NY","Siena Coll.-3",58,36,2008-09-29,22,36
"NY","SurveyUSA-2",57,38,2008-09-23,19,42
"NY","Rasmussen-1",55,42,2008-09-15,13,50
"NY","ARG-3",55,38,2008-09-15,17,50
"NY","Siena Coll.-3",46,41,2008-09-09,5,56
"NY","Siena Coll.-4",47,39,2008-08-12,8,84
"NY","Rasmussen-1",52,32,2008-08-04,20,92
"NY","Quinnipiac U.-5",57,36,2008-08-02,21,94
"NY","Siena Coll.-13",44,26,2008-07-23,18,104
"NY","Siena Coll.-4",50,37,2008-07-08,13,119
"NY","Rasmussen-1",60,29,2008-06-30,31,127
"NY","SurveyUSA-3",57,37,2008-06-26,20,131
"NY","Siena Coll.-3",51,33,2008-06-10,18,147
"NY","NY Times-6",51,32,2008-06-08,19,149
"NY","Quinnipiac U.-6",50,36,2008-06-05,14,152
"NY","Rasmussen-1",52,33,2008-05-28,19,160
"NY","SurveyUSA-3",48,38,2008-05-17,10,171
"NY","SurveyUSA-2",48,38,2008-05-16,10,172
"NY","Siena Coll.-3",49,38,2008-05-13,11,175
"NY","Rasmussen-1",52,35,2008-05-01,17,187
"NY","Quinnipiac U.-2",47,39,2008-04-14,8,204
"NY","Siena Coll.-4",45,40,2008-04-14,5,204
"NY","SurveyUSA-3",52,43,2008-04-12,9,206
"NY","Marist Coll.-6",46,48,2008-04-05,-2,213
"NY","Quinnipiac U.-3",49,38,2008-03-17,11,232
"NY","SurveyUSA-3",52,44,2008-03-15,8,234
"NY","Rasmussen-1",51,38,2008-03-11,13,238
"NY","SurveyUSA-3",52,38,2008-02-27,14,251
"NY","SurveyUSA-3",57,36,2008-02-16,21,262
"NY","Siena Coll.-4",47,40,2008-02-12,7,266
"NY","SurveyUSA-2",49,43,2008-01-20,6,289
"NY","Siena Coll.-4",44,42,2008-01-15,2,294
"NY","Election 2004-1",58,41,2008-01-01,17,308
"NC","Zogby-4",48,49,2008-10-31,-1,4
"NC","Mason-Dixon-2",46,49,2008-10-29,-3,6
"NC","Insider Advantage-1",48,48,2008-10-29,0,6
"NC","Rasmussen-1",50,48,2008-10-29,2,6
"NC","Research 2000-3",47,45,2008-10-29,2,6
"NC","Elon U.-4",45,38,2008-10-28,7,7
"NC","Rasmussen-1",48,49,2008-10-26,-1,9
"NC","Opinion Research-6",52,46,2008-10-25,6,10
"NC","Financial Dynamics-5",47,43,2008-10-25,4,10
"NC","Zogby-4",50,46,2008-10-24,4,11
"NC","GfK Roper-5",48,46,2008-10-24,2,11
"NC","Rasmussen-1",48,50,2008-10-23,-2,12
"NC","Mason-Dixon-3",47,47,2008-10-23,0,12
"NC","Marshall Marketing-2",48,46,2008-10-20,2,15
"NC","Opinion Research-3",51,47,2008-10-20,4,15
"NC","Insider Advantage-1",49,48,2008-10-19,1,16
"NC","Rasmussen-1",51,48,2008-10-19,3,16
"NC","SurveyUSA-3",47,47,2008-10-19,0,16
"NC","Research 2000-2",46,44,2008-10-14,2,21
"NC","Insider Advantage-1",48,46,2008-10-13,2,22
"NC","Rasmussen-1",48,48,2008-10-12,0,23
"NC","Winthrop U.-22",45,44,2008-10-08,1,27
"NC","Rasmussen-1",49,48,2008-10-08,1,27
"NC","Marshall Marketing-2",46,48,2008-10-06,-2,29
"NC","SurveyUSA-2",46,49,2008-10-05,-3,30
"NC","Opinion Research-4",49,49,2008-10-04,0,31
"NC","Rasmussen-1",50,47,2008-09-30,3,35
"NC","ARG-3",46,49,2008-09-28,-3,37
"NC","Rasmussen-1",49,47,2008-09-23,2,42
"NC","Rasmussen-1",47,50,2008-09-18,-3,47
"NC","Elon U.-4",35,41,2008-09-16,-6,49
"NC","Opinion Research-3",47,48,2008-09-15,-1,50
"NC","ARG-4",41,52,2008-09-14,-11,51
"NC","Research 2000-3",38,55,2008-09-09,-17,56
"NC","SurveyUSA-3",38,58,2008-09-07,-20,58
"NC","Insider Advantage-1",43,45,2008-08-19,-2,77
"NC","Rasmussen-1",42,46,2008-08-13,-4,83
"NC","SurveyUSA-3",45,49,2008-08-10,-4,86
"NC","Rasmussen-1",42,45,2008-07-15,-3,112
"NC","SurveyUSA-3",45,50,2008-07-13,-5,114
"NC","Rasmussen-1",43,45,2008-06-10,-2,147
"NC","SurveyUSA-3",43,51,2008-05-18,-8,170
"NC","Rasmussen-1",45,48,2008-05-08,-3,180
"NC","Research 2000-3",41,50,2008-04-29,-9,189
"NC","Rasmussen-1",47,47,2008-04-10,0,208
"NC","Tel Opinion Research-2",39,48,2008-04-09,-9,209
"NC","Rasmussen-1",42,51,2008-03-20,-9,229
"NC","SurveyUSA-3",45,47,2008-02-27,-2,251
"NC","Election 2004-1",44,56,2008-01-01,-12,308
"ND","Research 2000-2",46,47,2008-10-28,-1,7
"ND","Research 2000-2",45,45,2008-10-14,0,21
"ND","Minnesota State U.-3",45,43,2008-10-07,2,28
"ND","Research 2000-2",40,53,2008-09-16,-13,49
"ND","ARG-3",43,52,2008-09-16,-9,49
"ND","Rasmussen-1",41,55,2008-09-08,-14,57
"ND","DFM Research-5",43,40,2008-08-25,3,71
"ND","Research 2000-3",42,45,2008-07-22,-3,105
"ND","Rasmussen-1",43,43,2008-07-08,0,119
"ND","Dakota Wesleyan U.-11",38,44,2008-03-29,-6,220
"ND","SurveyUSA-3",46,42,2008-02-27,4,251
"ND","Election 2004-1",36,63,2008-01-01,-27,308
"OH","Zogby-4",50,44,2008-10-31,6,4
"OH","Mason-Dixon-2",45,47,2008-10-29,-2,6
"OH","SurveyUSA-2",49,45,2008-10-26,4,9
"OH","Columbus Dispatch-10",52,46,2008-10-26,6,9
"OH","Rasmussen-1",49,45,2008-10-26,4,9
"OH","LA Times-3",49,40,2008-10-26,9,9
"OH","Opinion Research-6",51,47,2008-10-25,4,10
"OH","Marist Coll.-3",48,45,2008-10-25,3,10
"OH","Financial Dynamics-5",48,41,2008-10-25,7,10
"OH","Zogby-4",50,45,2008-10-24,5,11
"OH","GfK Roper-5",48,41,2008-10-24,7,11
"OH","Quinnipiac U.-5",51,42,2008-10-24,9,11
"OH","Insider Advantage-1",52,42,2008-10-22,10,13
"OH","U. of Wisconsin-4",53,41,2008-10-20,12,15
"OH","Opinion Research-3",50,46,2008-10-20,4,15
"OH","U. of Cincinnati-5",49,46,2008-10-20,3,15
"OH","Rasmussen-1",47,49,2008-10-19,-2,16
"OH","Quinnipiac U.-6",52,38,2008-10-18,14,17
"OH","Suffolk U.-4",51,42,2008-10-17,9,18
"OH","Ohio U.-12",57,41,2008-10-17,16,18
"OH","Mason-Dixon-2",45,46,2008-10-16,-1,19
"OH","Rasmussen-1",49,49,2008-10-14,0,21
"OH","SurveyUSA-2",50,45,2008-10-12,5,23
"OH","Rasmussen-1",49,47,2008-10-12,2,23
"OH","Insider Advantage-1",49,44,2008-10-09,5,26
"OH","Marist Coll.-4",49,45,2008-10-06,4,29
"OH","U. of Cincinnati-5",46,48,2008-10-06,-2,29
"OH","ARG-4",48,45,2008-10-05,3,30
"OH","Rasmussen-1",47,48,2008-10-05,-1,30
"OH","Opinion Research-4",50,47,2008-10-04,3,31
"OH","U. of Akron-22",45,41,2008-10-04,4,31
"OH","ABC News-3",51,45,2008-10-04,6,31
"OH","Washington Post-3",51,45,2008-10-04,6,31
"OH","Insider Advantage-1",47,45,2008-09-29,2,36
"OH","SurveyUSA-2",48,49,2008-09-28,-1,37
"OH","Columbus Dispatch-10",49,42,2008-09-28,7,37
"OH","Rasmussen-1",47,48,2008-09-28,-1,37
"OH","Quinnipiac U.-3",50,42,2008-09-28,8,37
"OH","Rasmussen-1",46,47,2008-09-23,-1,42
"OH","Insider Advantage-1",46,46,2008-09-22,0,43
"OH","Rasmussen-1",46,50,2008-09-21,-4,44
"OH","U. of Wisconsin-4",46,45,2008-09-15,1,50
"OH","Opinion Research-3",49,47,2008-09-15,2,50
"OH","Rasmussen-1",45,48,2008-09-14,-3,51
"OH","U. of Cincinnati-5",42,48,2008-09-14,-6,51
"OH","SurveyUSA-3",45,49,2008-09-13,-4,52
"OH","Financial Dynamics-5",41,42,2008-09-13,-1,52
"OH","Marist Coll.-5",47,45,2008-09-13,2,52
"OH","Suffolk U.-4",42,46,2008-09-11,-4,54
"OH","ARG-4",44,50,2008-09-11,-6,54
"OH","Insider Advantage-2",47,48,2008-09-09,-1,56
"OH","U. of Cincinnati-6",44,48,2008-09-07,-4,58
"OH","Rasmussen-1",44,51,2008-09-07,-7,58
"OH","Quinnipiac U.-5",49,44,2008-09-07,5,58
"OH","Opinion Research-3",47,45,2008-09-01,2,64
"OH","Quinnipiac U.-8",44,43,2008-08-20,1,76
"OH","Rasmussen-1",41,45,2008-08-18,-4,78
"OH","Columbus Dispatch-10",41,42,2008-08-16,-1,80
"OH","U. of Akron-32",40,40,2008-08-01,0,95
"OH","Quinnipiac U.-7",46,44,2008-07-26,2,101
"OH","Rasmussen-1",40,46,2008-07-21,-6,106
"OH","SurveyUSA-3",48,46,2008-06-21,2,136
"OH","Rasmussen-1",43,44,2008-06-17,-1,140
"OH","Quinnipiac U.-8",48,42,2008-06-12,6,145
"OH","SurveyUSA-3",48,39,2008-05-17,9,171
"OH","Quinnipiac U.-8",40,44,2008-05-16,-4,172
"OH","Rasmussen-1",44,45,2008-05-14,-1,174
"OH","Quinnipiac U.-7",42,43,2008-04-26,-1,192
"OH","SurveyUSA-3",45,47,2008-04-12,-2,206
"OH","Rasmussen-1",40,47,2008-04-08,-7,210
"OH","Quinnipiac U.-8",43,42,2008-03-27,1,222
"OH","SurveyUSA-3",43,50,2008-03-15,-7,234
"OH","Rasmussen-1",40,46,2008-03-13,-6,236
"OH","SurveyUSA-3",50,40,2008-02-27,10,251
"OH","U. of Cincinnati-4",48,47,2008-02-22,1,256
"OH","Rasmussen-1",41,42,2008-02-17,-1,261
"OH","SurveyUSA-3",47,44,2008-02-16,3,262
"OH","Quinnipiac U.-7",40,42,2008-02-09,-2,269
